TF_service_name,TF_terraform_resource_name,TF_aws_sdk_resource_name,TF_num_before_sdk_calls,TF_num_intermediate_sdk_calls,TF_num_after_sdk_calls,TF_num_create_function_stack_calls,TF_num_create_function_only_calls,TF_create_function_only_calls,TF_file_path,SR_service_name,SR_operation_name,SR_authorized_actions-authorized_action-Name,SR_authorized_actions-action_details-resource_details-name,SR_authorized_actions-action_details-resource_details-arn-arn_template,BC_operation_name,BC_input_shape_name,BC_is_required,BC_total_arn_variable_count,BC_successful_arn_variable_count
lambda,aws_lambda_alias,Alias,0,0,1,2,1,CreateAlias,/Users/hbwei/terraform-provider-aws/internal/service/lambda/alias.go,lambda,lambda:CreateAlias,lambda:CreateAlias,function,arn:${Partition}:lambda:${Region}:${Account}:function:${FunctionName},CreateAlias,CreateAliasRequest,true,1,1
organizations,aws_organizations_account,Account,0,2,2,6,3,CreateGovCloudAccount,/Users/hbwei/terraform-provider-aws/internal/service/organizations/account.go,organizations,organizations:CreateGovCloudAccount,organizations:CreateGovCloudAccount,,,,,,0,0
cognitoidp,aws_cognito_user,User,0,0,1,4,3,AdminCreateUser,/Users/hbwei/terraform-provider-aws/internal/service/cognitoidp/user.go,cognito-idp,cognito-idp:AdminCreateUser,cognito-idp:AdminCreateUser,userpool,arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId},AdminCreateUser,AdminCreateUserRequest,true,1,1
redshift,aws_redshift_cluster,Cluster,0,1,1,4,3,ModifyCluster,/Users/hbwei/terraform-provider-aws/internal/service/redshift/cluster.go,redshift,redshift:ModifyCluster,redshift:ModifyCluster,cluster,arn:${Partition}:redshift:${Region}:${Account}:cluster:${ClusterName},,,,1,0
grafana,aws_grafana_workspace_api_key,Workspace API Key,0,0,0,1,1,CreateWorkspaceApiKey,/Users/hbwei/terraform-provider-aws/internal/service/grafana/workspace_api_key.go,grafana,grafana:CreateWorkspaceApiKey,grafana:CreateWorkspaceApiKey,workspace,arn:${Partition}:grafana:${Region}:${Account}:/workspaces/${ResourceId},,,,1,0
ssm,aws_ssm_activation,Activation,0,0,1,2,1,CreateActivation,/Users/hbwei/terraform-provider-aws/internal/service/ssm/activation.go,ssm,ssm:CreateActivation,ssm:CreateActivation,,,,,,0,0
route53resolver,aws_route53_resolver_firewall_rule_group,Firewall Rule Group,0,0,1,2,1,CreateFirewallRuleGroup,/Users/hbwei/terraform-provider-aws/internal/service/route53resolver/firewall_rule_group.go,route53resolver,route53resolver:CreateFirewallRuleGroup,route53resolver:CreateFirewallRuleGroup,firewall-rule-group,arn:${Partition}:route53resolver:${Region}:${Account}:firewall-rule-group/${ResourceId},,,,1,0
lightsail,aws_lightsail_certificate,Certificate,0,0,2,3,1,CreateCertificate,/Users/hbwei/terraform-provider-aws/internal/service/lightsail/certificate.go,lightsail,lightsail:CreateCertificate,lightsail:CreateCertificate,,,,,,0,0
iot,aws_iot_ca_certificate,CA Certificate,0,0,1,2,1,RegisterCACertificate,/Users/hbwei/terraform-provider-aws/internal/service/iot/ca_certificate.go,iot,iot:RegisterCACertificate,iot:RegisterCACertificate,,,,,,0,0
directconnect,aws_dx_connection,Connection,0,0,1,2,1,CreateConnection,/Users/hbwei/terraform-provider-aws/internal/service/directconnect/connection.go,directconnect,directconnect:CreateConnection,directconnect:CreateConnection,dxlag,arn:${Partition}:directconnect:${Region}:${Account}:dxlag/${LagId},CreateConnection,CreateConnectionRequest,false,1,1
ses,aws_ses_domain_mail_from,MAIL FROM Domain,0,0,1,2,1,SetIdentityMailFromDomain,/Users/hbwei/terraform-provider-aws/internal/service/ses/domain_mail_from.go,ses,ses:SetIdentityMailFromDomain,ses:SetIdentityMailFromDomain,,,,,,0,0
servicecatalog,aws_servicecatalog_tag_option,Tag Option,0,0,1,3,2,CreateTagOption,/Users/hbwei/terraform-provider-aws/internal/service/servicecatalog/tag_option.go,servicecatalog,servicecatalog:CreateTagOption,servicecatalog:CreateTagOption,,,,,,0,0
lightsail,aws_lightsail_distribution,Distribution,0,1,2,4,2,UpdateDistribution,/Users/hbwei/terraform-provider-aws/internal/service/lightsail/distribution.go,lightsail,lightsail:UpdateDistribution,lightsail:UpdateDistribution,Distribution,arn:${Partition}:lightsail:${Region}:${Account}:Distribution/${Id},,,,1,0
servicecatalog,aws_servicecatalog_tag_option,Tag Option,0,0,1,3,2,UpdateTagOption,/Users/hbwei/terraform-provider-aws/internal/service/servicecatalog/tag_option.go,servicecatalog,servicecatalog:UpdateTagOption,servicecatalog:UpdateTagOption,,,,,,0,0
appsync,aws_appsync_function,Function,0,0,1,2,1,CreateFunction,/Users/hbwei/terraform-provider-aws/internal/service/appsync/function.go,appsync,appsync:CreateFunction,appsync:CreateFunction,,,,,,0,0
ec2,aws_ec2_transit_gateway_vpc_attachment_accepter,Transit Gateway VPC Attachment Accepter,0,0,8,9,1,AcceptTransitGatewayVpcAttachment,/Users/hbwei/terraform-provider-aws/internal/service/ec2/transitgateway_vpc_attachment_accepter.go,ec2,ec2:AcceptTransitGatewayVpcAttachment,ec2:AcceptTransitGatewayVpcAttachment,transit-gateway-attachment,arn:${Partition}:ec2:${Region}:${Account}:transit-gateway-attachment/${TransitGatewayAttachmentId},AcceptTransitGatewayVpcAttachment,AcceptTransitGatewayVpcAttachmentRequest,true,1,1
codebuild,aws_codebuild_fleet,Fleet,0,0,1,2,1,CreateFleet,/Users/hbwei/terraform-provider-aws/internal/service/codebuild/fleet.go,codebuild,codebuild:CreateFleet,codebuild:CreateFleet,fleet,arn:${Partition}:codebuild:${Region}:${Account}:fleet/${FleetName}:${FleetId},,,,2,0
iot,aws_iot_thing_type,Thing Type,0,0,1,3,2,CreateThingType,/Users/hbwei/terraform-provider-aws/internal/service/iot/thing_type.go,iot,iot:CreateThingType,iot:CreateThingType,thingtype,arn:${Partition}:iot:${Region}:${Account}:thingtype/${ThingTypeName},CreateThingType,CreateThingTypeRequest,true,1,1
cloudsearch,aws_cloudsearch_domain,Domain,0,1,5,11,5,CreateDomain,/Users/hbwei/terraform-provider-aws/internal/service/cloudsearch/domain.go,cloudsearch,cloudsearch:CreateDomain,cloudsearch:CreateDomain,domain,arn:${Partition}:cloudsearch:${Region}:${Account}:domain/${DomainName},CreateDomain,CreateDomainRequest,true,1,1
ec2,aws_ec2_image_block_public_access,Image Block Public Access,0,0,1,3,2,DisableImageBlockPublicAccess,/Users/hbwei/terraform-provider-aws/internal/service/ec2/ec2_image_block_public_access.go,ec2,ec2:DisableImageBlockPublicAccess,ec2:DisableImageBlockPublicAccess,,,,,,0,0
storagegateway,aws_storagegateway_upload_buffer,Upload Buffer,0,0,2,3,1,AddUploadBuffer,/Users/hbwei/terraform-provider-aws/internal/service/storagegateway/upload_buffer.go,storagegateway,storagegateway:AddUploadBuffer,storagegateway:AddUploadBuffer,gateway,arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId},,,,1,0
finspace,aws_finspace_kx_environment,Kx Environment,0,0,2,3,1,CreateKxEnvironment,/Users/hbwei/terraform-provider-aws/internal/service/finspace/kx_environment.go,finspace,finspace:CreateKxEnvironment,finspace:CreateKxEnvironment,,,,,,0,0
autoscaling,aws_autoscaling_group,Group,0,4,1,10,6,UpdateAutoScalingGroup,/Users/hbwei/terraform-provider-aws/internal/service/autoscaling/group.go,autoscaling,autoscaling:UpdateAutoScalingGroup,autoscaling:UpdateAutoScalingGroup,autoScalingGroup,arn:${Partition}:autoscaling:${Region}:${Account}:autoScalingGroup:${GroupId}:autoScalingGroupName/${GroupFriendlyName},,,,2,0
sagemaker,aws_sagemaker_user_profile,User Profile,0,0,1,2,1,CreateUserProfile,/Users/hbwei/terraform-provider-aws/internal/service/sagemaker/user_profile.go,sagemaker,sagemaker:CreateUserProfile,sagemaker:CreateUserProfile,user-profile,arn:${Partition}:sagemaker:${Region}:${Account}:user-profile/${DomainId}/${UserProfileName},CreateUserProfile,CreateUserProfileRequest,true,2,2
lightsail,aws_lightsail_distribution,Distribution,0,1,2,4,2,CreateDistribution,/Users/hbwei/terraform-provider-aws/internal/service/lightsail/distribution.go,lightsail,lightsail:CreateDistribution,lightsail:CreateDistribution,,,,,,0,0
ram,aws_ram_principal_association,Principal Association,1,0,1,2,1,AssociateResourceShare,/Users/hbwei/terraform-provider-aws/internal/service/ram/principal_association.go,ram,ram:AssociateResourceShare,ram:AssociateResourceShare,resource-share,arn:${Partition}:ram:${Region}:${Account}:resource-share/${ResourcePath},,,,1,0
globalaccelerator,aws_globalaccelerator_accelerator,Accelerator,0,1,2,4,2,CreateAccelerator,/Users/hbwei/terraform-provider-aws/internal/service/globalaccelerator/accelerator.go,globalaccelerator,globalaccelerator:CreateAccelerator,globalaccelerator:CreateAccelerator,,,,,,0,0
autoscaling,aws_autoscaling_attachment,Attachment,0,0,1,3,2,AttachLoadBalancers,/Users/hbwei/terraform-provider-aws/internal/service/autoscaling/attachment.go,autoscaling,autoscaling:AttachLoadBalancers,autoscaling:AttachLoadBalancers,autoScalingGroup,arn:${Partition}:autoscaling:${Region}:${Account}:autoScalingGroup:${GroupId}:autoScalingGroupName/${GroupFriendlyName},,,,2,0
dataexchange,aws_dataexchange_data_set,Data Set,0,0,1,2,1,CreateDataSet,/Users/hbwei/terraform-provider-aws/internal/service/dataexchange/data_set.go,dataexchange,dataexchange:CreateDataSet,dataexchange:CreateDataSet,data-sets,arn:${Partition}:dataexchange:${Region}:${Account}:data-sets/${DataSetId},,,,1,0
rds,aws_db_cluster_snapshot,DB Cluster Snapshot,0,1,2,4,2,ModifyDBClusterSnapshotAttribute,/Users/hbwei/terraform-provider-aws/internal/service/rds/cluster_snapshot.go,rds,rds:ModifyDBClusterSnapshotAttribute,rds:ModifyDBClusterSnapshotAttribute,cluster-snapshot,arn:${Partition}:rds:${Region}:${Account}:cluster-snapshot:${ClusterSnapshotName},,,,3,0
kendra,aws_kendra_index,Index,0,0,2,3,1,CreateIndex,/Users/hbwei/terraform-provider-aws/internal/service/kendra/index.go,kendra,kendra:CreateIndex,kendra:CreateIndex,,,,,,0,0
ec2,aws_network_acl_rule,Network ACL Rule,1,0,1,2,1,CreateNetworkAclEntry,/Users/hbwei/terraform-provider-aws/internal/service/ec2/vpc_network_acl_rule.go,ec2,ec2:CreateNetworkAclEntry,ec2:CreateNetworkAclEntry,network-acl,arn:${Partition}:ec2:${Region}:${Account}:network-acl/${NaclId},,,,1,0
networkmanager,aws_networkmanager_transit_gateway_registration,Transit Gateway Registration,0,0,1,2,1,RegisterTransitGateway,/Users/hbwei/terraform-provider-aws/internal/service/networkmanager/transit_gateway_registration.go,networkmanager,networkmanager:RegisterTransitGateway,networkmanager:RegisterTransitGateway,global-network,arn:${Partition}:networkmanager::${Account}:global-network/${ResourceId},,,,1,0
cloudsearch,aws_cloudsearch_domain,Domain,0,1,5,11,5,UpdateScalingParameters,/Users/hbwei/terraform-provider-aws/internal/service/cloudsearch/domain.go,cloudsearch,cloudsearch:UpdateScalingParameters,cloudsearch:UpdateScalingParameters,domain,arn:${Partition}:cloudsearch:${Region}:${Account}:domain/${DomainName},UpdateScalingParameters,UpdateScalingParametersRequest,true,1,1
fms,aws_fms_policy,Policy,0,0,1,2,1,PutPolicy,/Users/hbwei/terraform-provider-aws/internal/service/fms/policy.go,fms,fms:PutPolicy,fms:PutPolicy,policy,arn:${Partition}:fms:${Region}:${Account}:policy/${Id},,,,1,0
wafregional,aws_wafregional_geo_match_set,Geo Match Set,1,0,4,5,1,CreateGeoMatchSet,/Users/hbwei/terraform-provider-aws/internal/service/wafregional/geo_match_set.go,waf-regional,waf-regional:CreateGeoMatchSet,waf-regional:CreateGeoMatchSet,geomatchset,arn:${Partition}:waf-regional:${Region}:${Account}:geomatchset/${Id},,,,1,0
lakeformation,aws_lakeformation_lf_tag,LF Tag,0,0,1,3,2,CreateLFTag,/Users/hbwei/terraform-provider-aws/internal/service/lakeformation/lf_tag.go,lakeformation,lakeformation:CreateLFTag,lakeformation:CreateLFTag,,,,,,0,0
finspace,aws_finspace_kx_scaling_group,Kx Scaling Group,0,0,1,2,1,CreateKxScalingGroup,/Users/hbwei/terraform-provider-aws/internal/service/finspace/kx_scaling_group.go,finspace,finspace:CreateKxScalingGroup,finspace:CreateKxScalingGroup,kxScalingGroup,arn:${Partition}:finspace:${Region}:${Account}:kxEnvironment/${EnvironmentId}/kxScalingGroup/${KxScalingGroup},CreateKxScalingGroup,CreateKxScalingGroupRequest,true,1,1
xray,aws_xray_encryption_config,Encryption Config,0,0,1,2,1,PutEncryptionConfig,/Users/hbwei/terraform-provider-aws/internal/service/xray/encryption_config.go,xray,xray:PutEncryptionConfig,xray:PutEncryptionConfig,,,,,,0,0
licensemanager,aws_licensemanager_grant_accepter,Grant Accepter,0,0,1,2,1,AcceptGrant,/Users/hbwei/terraform-provider-aws/internal/service/licensemanager/grant_accepter.go,license-manager,license-manager:AcceptGrant,license-manager:AcceptGrant,grant,arn:${Partition}:license-manager::${Account}:grant:${GrantId},,,,1,0
lightsail,aws_lightsail_lb_certificate,Load Balancer Certificate,0,0,2,3,1,CreateLoadBalancerTlsCertificate,/Users/hbwei/terraform-provider-aws/internal/service/lightsail/lb_certificate.go,lightsail,lightsail:CreateLoadBalancerTlsCertificate,lightsail:CreateLoadBalancerTlsCertificate,LoadBalancer,arn:${Partition}:lightsail:${Region}:${Account}:LoadBalancer/${Id},,,,1,0
elasticbeanstalk,aws_elastic_beanstalk_application,Application,0,1,1,3,2,UpdateApplicationResourceLifecycle,/Users/hbwei/terraform-provider-aws/internal/service/elasticbeanstalk/application.go,elasticbeanstalk,elasticbeanstalk:UpdateApplicationResourceLifecycle,elasticbeanstalk:UpdateApplicationResourceLifecycle,application,arn:${Partition}:elasticbeanstalk:${Region}:${Account}:application/${ApplicationName},UpdateApplicationResourceLifecycle,UpdateApplicationResourceLifecycleMessage,true,1,1
amplify,aws_amplify_app,App,0,0,1,2,1,CreateApp,/Users/hbwei/terraform-provider-aws/internal/service/amplify/app.go,amplify,amplify:CreateApp,amplify:CreateApp,,,,,,0,0
glue,aws_glue_catalog_table,Catalog Table,0,0,2,3,1,CreateTable,/Users/hbwei/terraform-provider-aws/internal/service/glue/catalog_table.go,glue,glue:CreateTable,glue:PassConnection,connection,arn:${Partition}:glue:${Region}:${Account}:connection/${ConnectionName},,,,1,0
directconnect,aws_dx_gateway,Gateway,0,0,1,2,1,CreateDirectConnectGateway,/Users/hbwei/terraform-provider-aws/internal/service/directconnect/gateway.go,directconnect,directconnect:CreateDirectConnectGateway,directconnect:CreateDirectConnectGateway,,,,,,0,0
cognitoidp,aws_cognito_user_pool_ui_customization,User Pool UI Customization,0,0,1,2,1,SetUICustomization,/Users/hbwei/terraform-provider-aws/internal/service/cognitoidp/user_pool_ui_customization.go,cognito-idp,cognito-idp:SetUICustomization,cognito-idp:SetUICustomization,userpool,arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId},SetUICustomization,SetUICustomizationRequest,true,1,1
vpclattice,aws_vpclattice_service,Service,0,0,1,2,1,CreateService,/Users/hbwei/terraform-provider-aws/internal/service/vpclattice/service.go,vpc-lattice,vpc-lattice:CreateService,vpc-lattice:CreateService,Service,arn:${Partition}:vpc-lattice:${Region}:${Account}:service/${ServiceId},,,,1,0
wafregional,aws_wafregional_web_acl,Web ACL,1,1,2,6,3,CreateWebACL,/Users/hbwei/terraform-provider-aws/internal/service/wafregional/web_acl.go,waf-regional,waf-regional:CreateWebACL,waf-regional:CreateWebACL,webacl,arn:${Partition}:waf-regional:${Region}:${Account}:webacl/${Id},,,,1,0
glacier,aws_glacier_vault,Vault,0,0,3,6,3,CreateVault,/Users/hbwei/terraform-provider-aws/internal/service/glacier/vault.go,glacier,glacier:CreateVault,glacier:CreateVault,vault,arn:${Partition}:glacier:${Region}:${Account}:vaults/${VaultName},CreateVault,CreateVaultInput,true,1,1
kms,aws_kms_ciphertext,Ciphertext,0,0,0,1,1,Encrypt,/Users/hbwei/terraform-provider-aws/internal/service/kms/ciphertext.go,kms,kms:Encrypt,kms:Encrypt,key,arn:${Partition}:kms:${Region}:${Account}:key/${KeyId},Encrypt,EncryptRequest,true,1,1
kms,aws_kms_replica_key,Replica Key,0,0,5,6,1,ReplicateKey,/Users/hbwei/terraform-provider-aws/internal/service/kms/replica_key.go,kms,kms:ReplicateKey,kms:ReplicateKey,key,arn:${Partition}:kms:${Region}:${Account}:key/${KeyId},ReplicateKey,ReplicateKeyRequest,true,1,1
connect,aws_connect_user_hierarchy_group,User Hierarchy Group,0,0,1,2,1,CreateUserHierarchyGroup,/Users/hbwei/terraform-provider-aws/internal/service/connect/user_hierarchy_group.go,connect,connect:CreateUserHierarchyGroup,connect:CreateUserHierarchyGroup,hierarchy-group,arn:${Partition}:connect:${Region}:${Account}:instance/${InstanceId}/agent-group/${HierarchyGroupId},,,,1,0
sagemaker,aws_sagemaker_device,Device,0,0,1,2,1,RegisterDevices,/Users/hbwei/terraform-provider-aws/internal/service/sagemaker/device.go,sagemaker,sagemaker:RegisterDevices,sagemaker:RegisterDevices,device,arn:${Partition}:sagemaker:${Region}:${Account}:device-fleet/${DeviceFleetName}/device/${DeviceName},RegisterDevices,RegisterDevicesRequest,true,1,1
oam,aws_oam_sink_policy,Sink Policy,0,0,1,2,1,PutSinkPolicy,/Users/hbwei/terraform-provider-aws/internal/service/oam/sink_policy.go,oam,oam:PutSinkPolicy,oam:PutSinkPolicy,Sink,arn:${Partition}:oam:${Region}:${Account}:sink/${ResourceId},,,,1,0
cleanrooms,aws_cleanrooms_collaboration,Collaboration,0,0,2,3,1,CreateCollaboration,/Users/hbwei/terraform-provider-aws/internal/service/cleanrooms/collaboration.go,cleanrooms,cleanrooms:CreateCollaboration,cleanrooms:CreateCollaboration,collaboration,arn:${Partition}:cleanrooms:${Region}:${Account}:collaboration/${CollaborationId},,,,1,0
ses,aws_ses_configuration_set,Configuration Set,0,0,1,6,5,CreateConfigurationSetTrackingOptions,/Users/hbwei/terraform-provider-aws/internal/service/ses/configuration_set.go,ses,ses:CreateConfigurationSetTrackingOptions,ses:CreateConfigurationSetTrackingOptions,,,,,,0,0
sagemaker,aws_sagemaker_mlflow_tracking_server,Mlflow Tracking Server,0,0,1,2,1,CreateMlflowTrackingServer,/Users/hbwei/terraform-provider-aws/internal/service/sagemaker/mlflow_tracking_server.go,sagemaker,sagemaker:CreateMlflowTrackingServer,sagemaker:CreateMlflowTrackingServer,mlflow-tracking-server,arn:${Partition}:sagemaker:${Region}:${Account}:mlflow-tracking-server/${MlflowTrackingServerName},,,,1,0
firehose,aws_kinesis_firehose_delivery_stream,Delivery Stream,0,1,1,3,2,CreateDeliveryStream,/Users/hbwei/terraform-provider-aws/internal/service/firehose/delivery_stream.go,firehose,firehose:CreateDeliveryStream,firehose:CreateDeliveryStream,deliverystream,arn:${Partition}:firehose:${Region}:${Account}:deliverystream/${DeliveryStreamName},CreateDeliveryStream,CreateDeliveryStreamInput,true,1,1
