TF_service_name,TF_terraform_resource_name,TF_aws_sdk_resource_name,TF_num_before_sdk_calls,TF_num_intermediate_sdk_calls,TF_num_after_sdk_calls,TF_num_create_function_stack_calls,TF_num_create_function_only_calls,TF_create_function_only_calls,TF_file_path,SR_service_name,SR_operation_name,SR_authorized_actions-authorized_action-Name,SR_authorized_actions-action_details-resource_details-name,SR_authorized_actions-action_details-resource_details-arn-arn_template,SR_authorized_actions-action_details-resource_details-arn-arn_variables,BC_operation_name,BC_input_shape_name,BC_member_name,BC_is_required,BC_member_shape_name,BC_member_shape_type,TF_successful_arn_variable_match
networkmanager,aws_networkmanager_attachment_accepter,Attachment Accepter,5,0,5,6,1,AcceptAttachment,/Users/hbwei/terraform-provider-aws/internal/service/networkmanager/attachment_accepter.go,networkmanager,networkmanager:AcceptAttachment,networkmanager:AcceptAttachment,attachment,arn:${Partition}:networkmanager::${Account}:attachment/${ResourceId},ResourceId,,,,,,,false
resourcegroups,aws_resourcegroups_resource,Resource,0,0,1,2,1,GroupResources,/Users/hbwei/terraform-provider-aws/internal/service/resourcegroups/resource.go,resource-groups,resource-groups:GroupResources,resource-groups:GroupResources,group,arn:${Partition}:resource-groups:${Region}:${Account}:group/${GroupName},GroupName,,,,,,,false
s3,aws_s3_bucket_object_lock_configuration,Bucket Object Lock Configuration,0,0,1,2,1,PutObjectLockConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/s3/bucket_object_lock_configuration.go,s3,s3:PutObjectLockConfiguration,s3:PutBucketObjectLockConfiguration,bucket,arn:${Partition}:s3:::${BucketName},BucketName,,,,,,,false
transcribe,aws_transcribe_medical_vocabulary,Medical Vocabulary,0,0,1,2,1,CreateMedicalVocabulary,/Users/hbwei/terraform-provider-aws/internal/service/transcribe/medical_vocabulary.go,transcribe,transcribe:CreateMedicalVocabulary,transcribe:CreateMedicalVocabulary,,,,,,,,,,false
servicecatalog,aws_servicecatalog_budget_resource_association,Budget Resource Association,0,0,1,2,1,AssociateBudgetWithResource,/Users/hbwei/terraform-provider-aws/internal/service/servicecatalog/budget_resource_association.go,servicecatalog,servicecatalog:AssociateBudgetWithResource,servicecatalog:AssociateBudgetWithResource,,,,,,,,,,false
apprunner,aws_apprunner_vpc_connector,VPC Connector,0,0,1,2,1,CreateVpcConnector,/Users/hbwei/terraform-provider-aws/internal/service/apprunner/vpc_connector.go,apprunner,apprunner:CreateVpcConnector,apprunner:CreateVpcConnector,vpcconnector,arn:${Partition}:apprunner:${Region}:${Account}:vpcconnector/${VpcConnectorName}/${VpcConnectorVersion}/${VpcConnectorId},VpcConnectorName,CreateVpcConnector,CreateVpcConnectorRequest,VpcConnectorName,true,VpcConnectorName,string,true
apprunner,aws_apprunner_vpc_connector,VPC Connector,0,0,1,2,1,CreateVpcConnector,/Users/hbwei/terraform-provider-aws/internal/service/apprunner/vpc_connector.go,apprunner,apprunner:CreateVpcConnector,apprunner:CreateVpcConnector,vpcconnector,arn:${Partition}:apprunner:${Region}:${Account}:vpcconnector/${VpcConnectorName}/${VpcConnectorVersion}/${VpcConnectorId},VpcConnectorVersion,,,,,,,false
apprunner,aws_apprunner_vpc_connector,VPC Connector,0,0,1,2,1,CreateVpcConnector,/Users/hbwei/terraform-provider-aws/internal/service/apprunner/vpc_connector.go,apprunner,apprunner:CreateVpcConnector,apprunner:CreateVpcConnector,vpcconnector,arn:${Partition}:apprunner:${Region}:${Account}:vpcconnector/${VpcConnectorName}/${VpcConnectorVersion}/${VpcConnectorId},VpcConnectorId,,,,,,,false
lightsail,aws_lightsail_container_service,Container Service,0,1,1,3,2,CreateContainerService,/Users/hbwei/terraform-provider-aws/internal/service/lightsail/container_service.go,lightsail,lightsail:CreateContainerService,lightsail:CreateContainerService,,,,,,,,,,false
rum,aws_rum_app_monitor,App Monitor,0,0,1,2,1,CreateAppMonitor,/Users/hbwei/terraform-provider-aws/internal/service/rum/app_monitor.go,rum,rum:CreateAppMonitor,rum:CreateAppMonitor,AppMonitorResource,arn:${Partition}:rum:${Region}:${Account}:appmonitor/${Name},Name,CreateAppMonitor,CreateAppMonitorRequest,Name,true,AppMonitorName,string,true
finspace,aws_finspace_kx_cluster,Kx Cluster,0,0,2,3,1,CreateKxCluster,/Users/hbwei/terraform-provider-aws/internal/service/finspace/kx_cluster.go,finspace,finspace:CreateKxCluster,finspace:CreateKxCluster,kxCluster,arn:${Partition}:finspace:${Region}:${Account}:kxEnvironment/${EnvironmentId}/kxCluster/${KxCluster},EnvironmentId,CreateKxCluster,CreateKxClusterRequest,environmentId,true,KxEnvironmentId,string,true
finspace,aws_finspace_kx_cluster,Kx Cluster,0,0,2,3,1,CreateKxCluster,/Users/hbwei/terraform-provider-aws/internal/service/finspace/kx_cluster.go,finspace,finspace:CreateKxCluster,finspace:CreateKxCluster,kxCluster,arn:${Partition}:finspace:${Region}:${Account}:kxEnvironment/${EnvironmentId}/kxCluster/${KxCluster},KxCluster,,,,,,,false
transfer,aws_transfer_ssh_key,SSH Key,0,0,1,2,1,ImportSshPublicKey,/Users/hbwei/terraform-provider-aws/internal/service/transfer/ssh_key.go,transfer,transfer:ImportSshPublicKey,transfer:ImportSshPublicKey,user,arn:${Partition}:transfer:${Region}:${Account}:user/${ServerId}/${UserName},ServerId,ImportSshPublicKey,ImportSshPublicKeyRequest,ServerId,true,ServerId,string,true
transfer,aws_transfer_ssh_key,SSH Key,0,0,1,2,1,ImportSshPublicKey,/Users/hbwei/terraform-provider-aws/internal/service/transfer/ssh_key.go,transfer,transfer:ImportSshPublicKey,transfer:ImportSshPublicKey,user,arn:${Partition}:transfer:${Region}:${Account}:user/${ServerId}/${UserName},UserName,ImportSshPublicKey,ImportSshPublicKeyRequest,UserName,true,UserName,string,true
s3,aws_s3_bucket_notification,Bucket Notification,0,0,1,2,1,PutBucketNotificationConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/s3/bucket_notification.go,s3,s3:PutBucketNotificationConfiguration,s3:PutBucketNotification,bucket,arn:${Partition}:s3:::${BucketName},BucketName,,,,,,,false
lightsail,aws_lightsail_bucket,Bucket,0,0,2,3,1,CreateBucket,/Users/hbwei/terraform-provider-aws/internal/service/lightsail/bucket.go,lightsail,lightsail:CreateBucket,lightsail:CreateBucket,,,,,,,,,,false
organizations,aws_organizations_account,Account,0,2,2,6,3,CreateGovCloudAccount,/Users/hbwei/terraform-provider-aws/internal/service/organizations/account.go,organizations,organizations:CreateGovCloudAccount,organizations:CreateGovCloudAccount,,,,,,,,,,false
route53,aws_route53_zone_association,Zone Association,0,0,2,3,1,AssociateVPCWithHostedZone,/Users/hbwei/terraform-provider-aws/internal/service/route53/zone_association.go,route53,route53:AssociateVPCWithHostedZone,route53:AssociateVPCWithHostedZone,hostedzone,arn:${Partition}:route53:::hostedzone/${Id},Id,,,,,,,false
ssm,aws_ssm_activation,Activation,0,0,1,2,1,CreateActivation,/Users/hbwei/terraform-provider-aws/internal/service/ssm/activation.go,ssm,ssm:CreateActivation,ssm:CreateActivation,,,,,,,,,,false
kinesisanalytics,aws_kinesis_analytics_application,Application,0,0,2,4,2,AddApplicationReferenceDataSource,/Users/hbwei/terraform-provider-aws/internal/service/kinesisanalytics/application.go,kinesisanalytics,kinesisanalytics:AddApplicationReferenceDataSource,kinesisanalytics:AddApplicationReferenceDataSource,application,arn:${Partition}:kinesisanalytics:${Region}:${Account}:application/${ApplicationName},ApplicationName,AddApplicationReferenceDataSource,AddApplicationReferenceDataSourceRequest,ApplicationName,true,ApplicationName,string,true
waf,aws_waf_web_acl,Web ACL,1,1,2,6,3,UpdateWebACL,/Users/hbwei/terraform-provider-aws/internal/service/waf/web_acl.go,waf,waf:UpdateWebACL,waf:UpdateWebACL,webacl,arn:${Partition}:waf::${Account}:webacl/${Id},Id,,,,,,,false
s3,aws_s3_bucket_metric,Bucket Metric,0,0,1,2,1,PutBucketMetricsConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/s3/bucket_metric.go,s3,s3:PutBucketMetricsConfiguration,s3:PutMetricsConfiguration,bucket,arn:${Partition}:s3:::${BucketName},BucketName,,,,,,,false
iot,aws_iot_thing_group,Thing Group,0,0,1,2,1,CreateThingGroup,/Users/hbwei/terraform-provider-aws/internal/service/iot/thing_group.go,iot,iot:CreateThingGroup,iot:CreateThingGroup,thinggroup,arn:${Partition}:iot:${Region}:${Account}:thinggroup/${ThingGroupName},ThingGroupName,CreateThingGroup,CreateThingGroupRequest,thingGroupName,true,ThingGroupName,string,true
wafregional,aws_wafregional_web_acl,Web ACL,1,1,2,6,3,UpdateWebACL,/Users/hbwei/terraform-provider-aws/internal/service/wafregional/web_acl.go,waf-regional,waf-regional:UpdateWebACL,waf-regional:UpdateWebACL,webacl,arn:${Partition}:waf-regional:${Region}:${Account}:webacl/${Id},Id,,,,,,,false
iot,aws_iot_thing_type,Thing Type,0,0,1,3,2,DeprecateThingType,/Users/hbwei/terraform-provider-aws/internal/service/iot/thing_type.go,iot,iot:DeprecateThingType,iot:DeprecateThingType,thingtype,arn:${Partition}:iot:${Region}:${Account}:thingtype/${ThingTypeName},ThingTypeName,DeprecateThingType,DeprecateThingTypeRequest,thingTypeName,true,ThingTypeName,string,true
iam,aws_iam_policy,Policy,0,0,2,3,1,CreatePolicy,/Users/hbwei/terraform-provider-aws/internal/service/iam/policy.go,iam,iam:CreatePolicy,iam:CreatePolicy,policy,arn:${Partition}:iam::${Account}:policy/${PolicyNameWithPath},PolicyNameWithPath,,,,,,,false
redshift,aws_redshift_cluster_iam_roles,Cluster IAM Roles,0,0,1,2,1,ModifyClusterIamRoles,/Users/hbwei/terraform-provider-aws/internal/service/redshift/cluster_iam_roles.go,redshift,redshift:ModifyClusterIamRoles,redshift:ModifyClusterIamRoles,cluster,arn:${Partition}:redshift:${Region}:${Account}:cluster:${ClusterName},ClusterName,,,,,,,false
wafv2,aws_wafv2_web_acl_logging_configuration,Web ACL Logging Configuration,0,0,1,2,1,PutLoggingConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/wafv2/web_acl_logging_configuration.go,wafv2,wafv2:PutLoggingConfiguration,wafv2:PutLoggingConfiguration,webacl,arn:${Partition}:wafv2:${Region}:${Account}:${Scope}/webacl/${Name}/${Id},Scope,,,,,,,false
wafv2,aws_wafv2_web_acl_logging_configuration,Web ACL Logging Configuration,0,0,1,2,1,PutLoggingConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/wafv2/web_acl_logging_configuration.go,wafv2,wafv2:PutLoggingConfiguration,wafv2:PutLoggingConfiguration,webacl,arn:${Partition}:wafv2:${Region}:${Account}:${Scope}/webacl/${Name}/${Id},Name,,,,,,,false
wafv2,aws_wafv2_web_acl_logging_configuration,Web ACL Logging Configuration,0,0,1,2,1,PutLoggingConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/wafv2/web_acl_logging_configuration.go,wafv2,wafv2:PutLoggingConfiguration,wafv2:PutLoggingConfiguration,webacl,arn:${Partition}:wafv2:${Region}:${Account}:${Scope}/webacl/${Name}/${Id},Id,,,,,,,false
logs,aws_cloudwatch_log_data_protection_policy,Data Protection Policy,0,0,1,2,1,PutDataProtectionPolicy,/Users/hbwei/terraform-provider-aws/internal/service/logs/data_protection_policy.go,logs,logs:PutDataProtectionPolicy,logs:PutDataProtectionPolicy,log-group,arn:${Partition}:logs:${Region}:${Account}:log-group:${LogGroupName},LogGroupName,,,,,,,false
quicksight,aws_quicksight_group_membership,Group Membership,0,0,1,2,1,CreateGroupMembership,/Users/hbwei/terraform-provider-aws/internal/service/quicksight/group_membership.go,quicksight,quicksight:CreateGroupMembership,quicksight:CreateGroupMembership,group,arn:${Partition}:quicksight:${Region}:${Account}:group/${ResourceId},ResourceId,,,,,,,false
ivs,aws_ivs_playback_key_pair,Playback Key Pair,0,0,1,2,1,ImportPlaybackKeyPair,/Users/hbwei/terraform-provider-aws/internal/service/ivs/playback_key_pair.go,ivs,ivs:ImportPlaybackKeyPair,ivs:ImportPlaybackKeyPair,Playback-Key-Pair,arn:${Partition}:ivs:${Region}:${Account}:playback-key/${ResourceId},ResourceId,,,,,,,false
backup,aws_backup_region_settings,Region Settings,0,0,1,2,1,UpdateRegionSettings,/Users/hbwei/terraform-provider-aws/internal/service/backup/region_settings.go,backup,backup:UpdateRegionSettings,backup:UpdateRegionSettings,,,,,,,,,,false
datasync,aws_datasync_location_efs,Location EFS,0,0,1,2,1,CreateLocationEfs,/Users/hbwei/terraform-provider-aws/internal/service/datasync/location_efs.go,datasync,datasync:CreateLocationEfs,datasync:CreateLocationEfs,,,,,,,,,,false
finspace,aws_finspace_kx_volume,Kx Volume,0,0,1,2,1,CreateKxVolume,/Users/hbwei/terraform-provider-aws/internal/service/finspace/kx_volume.go,finspace,finspace:CreateKxVolume,finspace:CreateKxVolume,kxVolume,arn:${Partition}:finspace:${Region}:${Account}:kxEnvironment/${EnvironmentId}/kxVolume/${KxVolume},EnvironmentId,CreateKxVolume,CreateKxVolumeRequest,environmentId,true,KxEnvironmentId,string,true
finspace,aws_finspace_kx_volume,Kx Volume,0,0,1,2,1,CreateKxVolume,/Users/hbwei/terraform-provider-aws/internal/service/finspace/kx_volume.go,finspace,finspace:CreateKxVolume,finspace:CreateKxVolume,kxVolume,arn:${Partition}:finspace:${Region}:${Account}:kxEnvironment/${EnvironmentId}/kxVolume/${KxVolume},KxVolume,,,,,,,false
ec2,aws_ec2_image_block_public_access,Image Block Public Access,0,0,1,3,2,DisableImageBlockPublicAccess,/Users/hbwei/terraform-provider-aws/internal/service/ec2/ec2_image_block_public_access.go,ec2,ec2:DisableImageBlockPublicAccess,ec2:DisableImageBlockPublicAccess,,,,,,,,,,false
lambda,aws_lambda_layer_version,Layer Version,0,0,1,2,1,PublishLayerVersion,/Users/hbwei/terraform-provider-aws/internal/service/lambda/layer_version.go,lambda,lambda:PublishLayerVersion,lambda:PublishLayerVersion,layer,arn:${Partition}:lambda:${Region}:${Account}:layer:${LayerName},LayerName,PublishLayerVersion,PublishLayerVersionRequest,LayerName,true,LayerName,string,true
kafka,aws_msk_serverless_cluster,Serverless Cluster,0,0,2,3,1,CreateClusterV2,/Users/hbwei/terraform-provider-aws/internal/service/kafka/serverless_cluster.go,kafka,kafka:CreateClusterV2,kafka:CreateClusterV2,cluster,arn:${Partition}:kafka:${Region}:${Account}:cluster/${ClusterName}/${Uuid},ClusterName,CreateClusterV2,CreateClusterV2Request,ClusterName,true,__stringMin1Max64,string,true
kafka,aws_msk_serverless_cluster,Serverless Cluster,0,0,2,3,1,CreateClusterV2,/Users/hbwei/terraform-provider-aws/internal/service/kafka/serverless_cluster.go,kafka,kafka:CreateClusterV2,kafka:CreateClusterV2,cluster,arn:${Partition}:kafka:${Region}:${Account}:cluster/${ClusterName}/${Uuid},Uuid,,,,,,,false
kinesisanalytics,aws_kinesis_analytics_application,Application,0,0,2,4,2,CreateApplication,/Users/hbwei/terraform-provider-aws/internal/service/kinesisanalytics/application.go,kinesisanalytics,kinesisanalytics:CreateApplication,kinesisanalytics:CreateApplication,,,,,,,,,,false
iot,aws_iot_thing_type,Thing Type,0,0,1,3,2,CreateThingType,/Users/hbwei/terraform-provider-aws/internal/service/iot/thing_type.go,iot,iot:CreateThingType,iot:CreateThingType,thingtype,arn:${Partition}:iot:${Region}:${Account}:thingtype/${ThingTypeName},ThingTypeName,CreateThingType,CreateThingTypeRequest,thingTypeName,true,ThingTypeName,string,true
batch,aws_batch_compute_environment,Compute Environment,0,1,1,3,2,UpdateComputeEnvironment,/Users/hbwei/terraform-provider-aws/internal/service/batch/compute_environment.go,batch,batch:UpdateComputeEnvironment,batch:UpdateComputeEnvironment,compute-environment,arn:${Partition}:batch:${Region}:${Account}:compute-environment/${ComputeEnvironmentName},ComputeEnvironmentName,,,,,,,false
lightsail,aws_lightsail_static_ip,Static IP,0,0,1,2,1,AllocateStaticIp,/Users/hbwei/terraform-provider-aws/internal/service/lightsail/static_ip.go,lightsail,lightsail:AllocateStaticIp,lightsail:AllocateStaticIp,,,,,,,,,,false
appstream,aws_appstream_stack,Stack,0,0,1,2,1,CreateStack,/Users/hbwei/terraform-provider-aws/internal/service/appstream/stack.go,appstream,appstream:CreateStack,appstream:CreateStack,stack,arn:${Partition}:appstream:${Region}:${Account}:stack/${StackName},StackName,,,,,,,false
workspaces,aws_workspaces_directory,Directory,0,1,1,8,7,ModifyWorkspaceCreationProperties,/Users/hbwei/terraform-provider-aws/internal/service/workspaces/directory.go,workspaces,workspaces:ModifyWorkspaceCreationProperties,workspaces:ModifyWorkspaceCreationProperties,directoryid,arn:${Partition}:workspaces:${Region}:${Account}:directory/${DirectoryId},DirectoryId,,,,,,,false
schemas,aws_schemas_registry_policy,Registry Policy,0,0,1,2,1,PutResourcePolicy,/Users/hbwei/terraform-provider-aws/internal/service/schemas/registry_policy.go,schemas,schemas:PutResourcePolicy,schemas:PutResourcePolicy,registry,arn:${Partition}:schemas:${Region}:${Account}:registry/${RegistryName},RegistryName,PutResourcePolicy,PutResourcePolicyRequest,RegistryName,false,__string,string,true
firehose,aws_kinesis_firehose_delivery_stream,Delivery Stream,0,1,1,3,2,StartDeliveryStreamEncryption,/Users/hbwei/terraform-provider-aws/internal/service/firehose/delivery_stream.go,firehose,firehose:StartDeliveryStreamEncryption,firehose:StartDeliveryStreamEncryption,deliverystream,arn:${Partition}:firehose:${Region}:${Account}:deliverystream/${DeliveryStreamName},DeliveryStreamName,StartDeliveryStreamEncryption,StartDeliveryStreamEncryptionInput,DeliveryStreamName,true,DeliveryStreamName,string,true
securityhub,aws_securityhub_account,Account,0,0,1,3,2,UpdateSecurityHubConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/securityhub/account.go,securityhub,securityhub:UpdateSecurityHubConfiguration,securityhub:UpdateSecurityHubConfiguration,hub,arn:${Partition}:securityhub:${Region}:${Account}:hub/default,,,,,,,,false
workspaces,aws_workspaces_directory,Directory,0,1,1,8,7,ModifyCertificateBasedAuthProperties,/Users/hbwei/terraform-provider-aws/internal/service/workspaces/directory.go,workspaces,workspaces:ModifyCertificateBasedAuthProperties,workspaces:ModifyCertificateBasedAuthProperties,directoryid,arn:${Partition}:workspaces:${Region}:${Account}:directory/${DirectoryId},DirectoryId,,,,,,,false
directconnect,aws_dx_gateway_association,Gateway Association,0,0,1,3,2,CreateDirectConnectGatewayAssociation,/Users/hbwei/terraform-provider-aws/internal/service/directconnect/gateway_association.go,directconnect,directconnect:CreateDirectConnectGatewayAssociation,directconnect:CreateDirectConnectGatewayAssociation,dx-gateway,arn:${Partition}:directconnect::${Account}:dx-gateway/${DirectConnectGatewayId},DirectConnectGatewayId,CreateDirectConnectGatewayAssociation,CreateDirectConnectGatewayAssociationRequest,directConnectGatewayId,true,DirectConnectGatewayId,string,true
ram,aws_ram_principal_association,Principal Association,1,0,1,2,1,AssociateResourceShare,/Users/hbwei/terraform-provider-aws/internal/service/ram/principal_association.go,ram,ram:AssociateResourceShare,ram:AssociateResourceShare,resource-share,arn:${Partition}:ram:${Region}:${Account}:resource-share/${ResourcePath},ResourcePath,,,,,,,false
ram,aws_ram_resource_association,Resource Association,1,0,1,2,1,AssociateResourceShare,/Users/hbwei/terraform-provider-aws/internal/service/ram/resource_association.go,ram,ram:AssociateResourceShare,ram:AssociateResourceShare,resource-share,arn:${Partition}:ram:${Region}:${Account}:resource-share/${ResourcePath},ResourcePath,,,,,,,false
logs,aws_cloudwatch_log_resource_policy,Resource Policy,0,0,1,2,1,PutResourcePolicy,/Users/hbwei/terraform-provider-aws/internal/service/logs/resource_policy.go,logs,logs:PutResourcePolicy,logs:PutResourcePolicy,,,,,,,,,,false
sagemaker,aws_sagemaker_model_package_group_policy,Model Package Group Policy,0,0,1,2,1,PutModelPackageGroupPolicy,/Users/hbwei/terraform-provider-aws/internal/service/sagemaker/model_package_group_policy.go,sagemaker,sagemaker:PutModelPackageGroupPolicy,sagemaker:PutModelPackageGroupPolicy,model-package-group,arn:${Partition}:sagemaker:${Region}:${Account}:model-package-group/${ModelPackageGroupName},ModelPackageGroupName,PutModelPackageGroupPolicy,PutModelPackageGroupPolicyInput,ModelPackageGroupName,true,EntityName,string,true
